SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,10:25:07,2023-01-05,Auto gsw+F,LI-COR Default,,026,,,0.019026,2.922830,0.018903,0.528448,1.225324,1.211941,3.704117,2.478794,13.298891,13.445742,40.646076,0.441786,PSF-00438_20230105102507,0.000000,0.000000,0.000000,115.221260,345.951569,0.666944,0.5,0.80,85.603477,31.84,31.49,28.24,27.59,91.13,156.8,155.7,0.8,321,4.035,10:22:44,2023-01-05,-0.14,0.000,0.000,-9999.000,-1.615,1.599,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,334.524750,25,-7.705990,333.890320,334.935913,-1.045593,2.441538,2.456184,1.656675,0.935372,0.239750,-0.007425,0.276241,0.395954,115.221260,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102507,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
27,10:25:35,2023-01-05,Auto gsw+F,LI-COR Default,,027,,,0.075817,2.922984,0.073900,1.882547,1.255929,1.208279,3.516554,2.260625,13.259172,13.782070,38.589283,0.441786,PSF-00438_20230105102535,0.000000,0.000000,0.000000,94.386581,367.271667,0.743006,0.5,0.80,122.058548,32.51,31.27,28.31,26.70,91.13,156.9,156.5,0.2,411,4.033,10:22:44,2023-01-05,-0.14,-0.002,-0.004,-9999.000,-2.772,2.255,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,346.688751,25,-14.139800,350.462433,347.058960,3.403473,2.441220,2.457130,1.656837,0.937552,0.239123,-0.018448,0.278517,0.476746,94.386581,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102535,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
28,10:25:58,2023-01-05,Auto gsw+F,LI-COR Default,,028,,,0.102303,2.921900,0.098842,2.345858,1.252273,1.192842,3.360308,2.108036,13.089774,13.741948,36.874695,0.441786,PSF-00438_20230105102558,0.000000,0.000000,0.000000,101.272346,378.165253,0.732201,0.5,0.80,114.808914,32.31,30.78,28.36,25.93,91.13,156.7,156.2,0.4,392,4.033,10:22:44,2023-01-05,-0.14,0.001,-0.000,-9999.000,-6.169,2.282,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,360.065826,25,-12.565065,361.061096,360.203613,0.857483,2.440504,2.456841,1.655700,0.936714,0.238616,-0.027902,0.280445,0.459931,101.272346,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102558,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
29,10:26:22,2023-01-05,Auto gsw+F,LI-COR Default,,029,,,0.037504,2.923409,0.037029,1.027301,1.244583,1.218586,3.704083,2.459501,13.372576,13.657860,40.648045,0.441786,PSF-00438_20230105102622,0.000000,0.000000,0.000000,92.208984,359.213745,0.743303,0.5,0.80,120.247475,32.01,31.34,28.42,27.59,91.13,156.9,156.3,0.4,404,4.033,10:22:44,2023-01-05,-0.14,0.001,0.001,-9999.000,0.583,-2.453,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,346.631165,25,-8.692021,356.663696,346.788574,9.875122,2.441296,2.456398,1.657283,0.937117,0.238086,-0.009494,0.282423,0.471119,92.208984,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102622,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
30,10:26:42,2023-01-05,Auto gsw+F,LI-COR Default,,030,,,0.022851,2.921729,0.022674,0.671032,1.217732,1.200724,3.839684,2.621952,13.176849,13.363501,42.137035,0.441786,PSF-00438_20230105102642,0.000000,0.000000,0.000000,102.951767,327.313568,0.685464,0.5,0.80,117.042892,31.24,30.80,28.46,28.20,91.12,156.7,155.6,0.7,427,4.032,10:22:44,2023-01-05,-0.14,0.000,0.001,-9999.000,-0.785,-0.077,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,313.843842,25,-9.065657,312.956940,314.354279,-1.397339,2.440517,2.455282,1.655521,0.935356,0.237658,-0.002839,0.283968,0.491304,102.951767,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102642,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
31,10:27:06,2023-01-05,Auto gsw+F,LI-COR Default,,031,,,0.035482,2.922896,0.035056,0.954567,1.215128,1.190956,3.630328,2.415200,13.070084,13.335363,39.840851,0.441786,PSF-00438_20230105102706,0.000000,0.000000,0.000000,102.084160,365.020294,0.720333,0.5,0.80,107.271217,31.07,30.45,28.52,27.24,91.12,156.8,155.4,0.9,372,4.031,10:22:44,2023-01-05,-0.14,-0.001,0.000,-9999.000,-2.388,1.029,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,351.066833,25,-9.594213,357.667908,351.305450,6.362457,2.440013,2.455036,1.656745,0.934772,0.237149,-0.014648,0.285906,0.442208,102.084160,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102706,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
32,10:27:30,2023-01-05,Auto gsw+F,LI-COR Default,,032,,,0.066238,2.922416,0.064770,1.649379,1.222076,1.180300,3.482375,2.260299,12.954318,13.412828,38.220612,0.441786,PSF-00438_20230105102730,0.000000,0.000000,0.000000,103.583336,368.601868,0.718983,0.5,0.80,114.141541,31.16,30.10,28.56,26.53,91.11,156.8,152.3,2.9,397,4.030,10:22:44,2023-01-05,-0.14,-0.001,-0.000,-9999.000,1.360,-1.490,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,348.148590,25,-14.928989,347.861053,347.261017,0.600037,2.439496,2.455160,1.656241,0.926814,0.236707,-0.023365,0.287866,0.464327,103.583336,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102730,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
33,10:28:20,2023-01-05,Auto gsw+F,LI-COR Default,,033,,,0.033838,2.922607,0.033450,0.833137,1.221342,1.200242,3.432839,2.211497,13.172281,13.403852,37.674347,0.441786,PSF-00438_20230105102820,0.000000,0.000000,0.000000,96.895691,378.776184,0.744187,0.5,0.80,72.558029,30.96,30.43,28.66,26.29,91.12,156.8,156.5,0.2,244,4.029,10:22:44,2023-01-05,-0.14,-0.001,0.003,-9999.000,0.844,0.677,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,378.776184,25,2.260035,384.616974,382.006897,2.610077,2.439955,2.454857,1.656441,0.937589,0.235774,-0.027323,0.291918,0.326570,96.895691,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102820,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
34,10:28:59,2023-01-05,Auto gsw+F,LI-COR Default,,034,,,1.357877,2.922352,0.927099,13.151753,1.484690,1.152510,2.747280,1.262590,12.648400,16.293962,30.150459,0.441786,PSF-00438_20230105102859,0.000000,0.000000,0.000000,97.365974,395.746155,0.753969,0.5,0.80,93.123703,37.59,29.18,28.69,22.57,91.12,156.8,154.8,1.3,309,4.027,10:22:44,2023-01-05,-0.14,-0.000,0.001,0.012,0.413,-0.039,-0.198,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,380.266083,25,-10.582067,381.720184,380.619171,1.101013,2.438153,2.464203,1.656174,0.933237,0.235546,-0.069393,0.295076,0.385068,97.365974,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102859,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
35,10:29:43,2023-01-05,Auto gsw+F,LI-COR Default,,035,,,0.100873,2.922770,0.097508,2.193532,1.240315,1.184781,3.239680,1.999365,13.002920,13.612406,35.555359,0.441786,PSF-00438_20230105102943,0.000000,0.000000,0.000000,100.107552,374.101471,0.732405,0.5,0.80,95.132866,31.31,29.90,28.74,25.31,91.12,156.8,154.3,1.6,325,4.026,10:22:44,2023-01-05,-0.14,-0.001,-0.002,-9999.000,3.308,-0.389,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,362.843170,25,-7.735152,367.179749,363.044128,4.135620,2.439189,2.455334,1.656612,0.931961,0.235058,-0.039360,0.298650,0.399416,100.107552,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105102943,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
36,10:30:10,2023-01-05,Auto gsw+F,LI-COR Default,,036,,,0.075839,2.924294,0.073922,1.874592,1.206466,1.159045,3.457964,2.251498,12.720407,13.240840,37.950809,0.441786,PSF-00438_20230105103010,0.000000,0.000000,0.000000,115.733025,379.368439,0.694932,0.5,0.80,81.987305,30.39,29.19,28.78,26.41,91.12,157.0,154.5,1.6,295,4.025,10:22:44,2023-01-05,-0.14,0.001,-0.000,-9999.000,-2.335,3.754,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,379.368439,25,1.498185,383.237946,381.510071,1.727875,2.438159,2.454005,1.658214,0.932383,0.234717,-0.027243,0.300789,0.372626,115.733025,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103010,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
37,10:30:40,2023-01-05,Auto gsw+F,LI-COR Default,,037,,,0.039425,2.922612,0.038900,1.085622,1.179502,1.151995,3.654921,2.475418,12.643068,12.944957,40.112499,0.441786,PSF-00438_20230105103040,0.000000,0.000000,0.000000,130.302780,347.813293,0.625366,0.5,0.80,70.592644,29.62,28.93,28.83,27.36,91.12,156.8,156.7,0.1,282,4.024,10:22:44,2023-01-05,-0.14,-0.000,0.002,0.002,-1.086,3.441,12.426,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,341.020355,25,-4.602087,341.470947,341.234650,0.236298,2.437768,2.452883,1.656446,0.937951,0.234230,-0.016999,0.303177,0.361164,130.302780,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103040,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
38,10:31:22,2023-01-05,Auto gsw+F,LI-COR Default,,038,,,0.037135,2.922147,0.036669,1.058395,1.205920,1.179101,3.764066,2.558146,12.940945,13.235284,41.311615,0.441786,PSF-00438_20230105103122,0.000000,0.000000,0.000000,109.522820,362.664398,0.698005,0.5,0.80,123.192909,30.14,29.47,28.91,27.86,91.11,156.8,156.2,0.4,441,4.024,10:22:44,2023-01-05,-0.14,0.000,0.000,-9999.000,1.076,0.281,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,348.292358,25,-9.900412,351.408722,348.511841,2.896881,2.438542,2.453630,1.655959,0.936720,0.233500,-0.012083,0.306516,0.504220,109.522820,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103122,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
39,10:31:52,2023-01-05,Auto gsw+F,LI-COR Default,,039,,,0.158380,2.922369,0.150237,3.033768,1.263433,1.186623,3.059679,1.796246,13.023396,13.866396,33.580498,0.441786,PSF-00438_20230105103152,0.000000,0.000000,0.000000,104.995964,385.467255,0.727614,0.5,0.80,86.228668,31.48,29.56,28.97,24.36,91.11,156.8,147.8,5.8,296,4.023,10:22:44,2023-01-05,-0.14,-0.000,0.003,-9999.000,0.394,0.520,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,364.027252,25,-15.215139,366.720215,363.717346,3.002869,2.438662,2.455538,1.656191,0.915400,0.232972,-0.052803,0.308808,0.373818,104.995964,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103152,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
40,10:32:20,2023-01-05,Auto gsw+F,LI-COR Default,,040,,,0.060349,2.921407,0.059127,1.502672,1.218491,1.180399,3.474415,2.255924,12.955400,13.373477,38.133240,0.441786,PSF-00438_20230105103220,0.000000,0.000000,0.000000,98.436714,396.789551,0.751917,0.5,0.80,73.875443,30.27,29.33,29.01,26.50,91.11,156.7,154.4,1.5,246,4.021,10:22:44,2023-01-05,-0.14,0.002,0.002,-9999.000,-0.628,0.798,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,396.789551,25,6.280710,402.528046,405.767761,-3.239716,2.438318,2.453803,1.655184,0.932141,0.232543,-0.029089,0.310935,0.328256,98.436714,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103220,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
41,10:33:37,2023-01-05,Auto gsw+F,LI-COR Default,,041,,,0.070048,2.922435,0.068408,1.868855,1.213329,1.165993,3.636073,2.422743,12.797994,13.317559,39.909698,0.441786,PSF-00438_20230105103337,0.000000,0.000000,0.000000,96.363899,369.108673,0.738928,0.5,0.80,116.381126,29.82,28.66,29.20,27.27,91.11,156.8,147.4,6.0,394,4.020,10:33:28,2023-01-05,-0.09,-0.001,-0.001,-9999.000,-1.935,-1.868,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,358.548767,25,-7.202950,371.344696,358.812103,12.532593,2.437323,2.453053,1.656260,0.914548,0.230830,-0.022385,0.316826,0.461506,96.363899,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103337,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
42,10:34:00,2023-01-05,Auto gsw+F,LI-COR Default,,042,,,0.091059,2.923243,0.088308,2.221614,1.237763,1.181540,3.470705,2.232942,12.967958,13.585032,38.092621,0.441786,PSF-00438_20230105103400,0.000000,0.000000,0.000000,105.967644,393.150269,0.730465,0.5,0.80,103.810562,30.32,28.94,29.26,26.48,91.11,156.9,143.9,8.3,355,4.020,10:33:28,2023-01-05,-0.09,0.001,0.003,-9999.000,-3.107,-3.630,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,372.578491,25,-14.241866,375.636566,372.791656,2.844910,2.437726,2.453766,1.657108,0.905848,0.230307,-0.032181,0.318472,0.426908,105.967644,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103400,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
43,10:34:26,2023-01-05,Auto gsw+F,LI-COR Default,,043,,,0.026776,2.922519,0.026533,0.795137,1.170366,1.150218,3.825834,2.655468,12.624769,12.845919,41.992290,0.441786,PSF-00438_20230105103426,0.000000,0.000000,0.000000,104.016785,349.261597,0.702181,0.5,0.80,116.614151,28.60,28.11,29.30,28.14,91.11,156.8,156.4,0.3,415,4.019,10:33:28,2023-01-05,-0.09,0.001,0.000,-9999.000,-2.011,2.627,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,344.455719,25,-3.142178,351.134064,344.769867,6.364197,2.436506,2.451259,1.656348,0.937207,0.229906,-0.013466,0.320367,0.480789,104.016785,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103426,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
44,10:34:49,2023-01-05,Auto gsw+F,LI-COR Default,,044,,,0.009646,2.921527,0.009614,0.337463,1.139289,1.130728,4.242860,3.103571,12.410749,12.504714,46.569187,0.441786,PSF-00438_20230105103449,0.000000,0.000000,0.000000,105.901840,273.841980,0.613274,0.5,0.80,108.333168,27.78,27.57,29.34,29.93,91.11,156.7,156.2,0.3,442,3.983,10:33:28,2023-01-05,-0.09,0.000,-0.000,-9999.000,0.610,-0.455,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,250.471115,25,-16.374319,245.690704,250.435028,-4.744324,2.435718,2.450051,1.655309,0.936769,0.229552,0.007165,0.322084,0.504567,105.901840,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103449,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
45,10:35:30,2023-01-05,Auto gsw+F,LI-COR Default,,045,,,0.142768,2.922532,0.136119,2.759372,1.315709,1.245895,3.117875,1.802166,13.673611,14.439819,34.218460,0.441786,PSF-00438_20230105103530,0.000000,0.000000,0.000000,121.585609,398.718079,0.695059,0.5,0.80,124.694046,31.93,30.24,29.42,24.67,91.12,156.8,154.5,1.5,449,4.017,10:33:28,2023-01-05,-0.09,0.001,0.003,-9999.000,2.413,1.451,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,380.122314,25,-13.195688,382.861389,379.854950,3.006439,2.439555,2.456044,1.656363,0.932464,0.228832,-0.054608,0.325075,0.510759,121.585609,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103530,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
46,10:35:55,2023-01-05,Auto gsw+F,LI-COR Default,,046,,,0.103931,2.922763,0.100362,2.334983,1.256825,1.197720,3.323444,2.066619,13.144820,13.793492,36.474373,0.441786,PSF-00438_20230105103555,0.000000,0.000000,0.000000,100.563881,370.576935,0.728629,0.5,0.80,115.376328,30.45,29.01,29.45,25.74,91.12,156.8,156.5,0.2,396,4.017,10:33:28,2023-01-05,-0.09,-0.001,0.000,-9999.000,-0.266,0.096,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,342.733734,25,-19.627676,346.570740,342.519348,4.051392,2.437797,2.453912,1.656605,0.937509,0.228550,-0.042845,0.326841,0.463411,100.563881,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103555,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
47,10:36:30,2023-01-05,Auto gsw+F,LI-COR Default,,047,,,0.022702,2.921893,0.022527,0.651861,1.236608,1.220092,3.800349,2.563741,13.390502,13.571759,41.708790,0.441786,PSF-00438_20230105103630,0.000000,0.000000,0.000000,88.423134,332.441376,0.734019,0.5,0.80,111.953491,29.86,29.46,29.51,28.02,91.12,156.7,155.8,0.6,381,4.015,10:33:28,2023-01-05,-0.09,-0.001,0.000,-9999.000,-1.000,3.656,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,315.558319,25,-11.464210,314.712891,316.053375,-1.340485,2.438436,2.453062,1.655693,0.935874,0.228062,-0.017220,0.329362,0.450309,88.423134,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103630,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
48,10:36:49,2023-01-05,Auto gsw+F,LI-COR Default,,048,,,0.042621,2.920954,0.042008,1.132495,1.270024,1.241320,3.660012,2.389989,13.623365,13.938384,40.168274,0.441786,PSF-00438_20230105103649,0.000000,0.000000,0.000000,103.442429,389.363068,0.734329,0.5,0.80,111.047226,30.62,29.93,29.53,27.38,91.12,156.6,153.6,1.9,378,4.008,10:33:28,2023-01-05,-0.09,0.000,0.001,-9999.000,-2.673,-1.932,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,370.224609,25,-13.148300,373.431458,370.567688,2.863770,2.439102,2.454154,1.654710,0.930264,0.227827,-0.025010,0.330690,0.447389,103.442429,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103649,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
49,10:38:09,2023-01-05,Auto gsw+F,LI-COR Default,,049,,,0.092756,2.924375,0.089904,2.505897,1.215579,1.152200,3.686913,2.471334,12.645494,13.341076,40.464165,0.441786,PSF-00438_20230105103809,0.000000,0.000000,0.000000,138.217804,328.571838,0.579338,0.5,0.80,132.273193,29.14,27.62,29.63,27.51,91.12,157.0,156.7,0.2,571,4.012,10:33:28,2023-01-05,-0.09,-0.000,-0.001,0.000,-1.151,1.118,13.697,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,320.783630,25,-5.438665,321.822876,320.797302,1.025574,2.435749,2.451989,1.658300,0.938025,0.226900,-0.024785,0.336644,0.620770,138.217804,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103809,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
50,10:38:37,2023-01-05,Auto gsw+F,LI-COR Default,,050,,,0.043303,2.921832,0.042671,1.252020,1.178494,1.146750,3.779287,2.600793,12.585368,12.933747,41.476955,0.441786,PSF-00438_20230105103837,0.000000,0.000000,0.000000,99.718094,282.945221,0.647571,0.5,0.80,155.720047,28.23,27.47,29.65,27.93,91.12,156.7,152.4,2.7,601,4.012,10:33:28,2023-01-05,-0.09,0.000,0.000,-9999.000,1.232,1.267,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,272.902954,25,-6.962366,274.187195,272.992584,1.194611,2.435528,2.450664,1.655629,0.927189,0.226788,-0.020013,0.338675,0.648094,99.718094,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103837,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
51,10:39:25,2023-01-05,Auto gsw+F,LI-COR Default,,051,,,0.067576,2.921964,0.066049,1.781165,1.286512,1.241410,3.676913,2.390401,13.623561,14.118530,40.351433,0.441786,PSF-00438_20230105103925,0.000000,0.000000,0.000000,79.200272,174.194992,0.545336,0.5,0.80,109.500778,30.77,29.69,29.67,27.46,91.12,156.7,155.9,0.5,502,4.011,10:33:28,2023-01-05,-0.09,0.001,0.001,-9999.000,1.644,0.676,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,166.671402,25,-5.372140,165.873535,166.515564,-0.642029,2.438736,2.454341,1.655767,0.935960,0.226565,-0.025767,0.342155,0.558874,79.200272,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103925,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
52,10:39:45,2023-01-05,Auto gsw+F,LI-COR Default,,052,,,0.021181,2.921252,0.021028,0.613016,1.190024,1.174477,3.773913,2.583889,12.889729,13.060359,41.418209,0.441786,PSF-00438_20230105103945,0.000000,0.000000,0.000000,76.839920,190.709229,0.597083,0.5,0.80,111.216454,28.46,28.09,29.67,27.91,91.12,156.6,149.1,4.8,466,4.010,10:33:28,2023-01-05,-0.09,0.000,0.001,-9999.000,-0.140,0.490,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,182.692413,25,-5.764912,180.912857,182.468338,-1.555481,2.436431,2.451005,1.655021,0.918671,0.226570,-0.020586,0.343566,0.526199,76.839920,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105103945,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
53,10:40:24,2023-01-05,Auto gsw+F,LI-COR Default,,053,,,0.093114,2.922642,0.090239,2.531244,1.228201,1.164101,3.714752,2.486551,12.775931,13.479418,40.769142,0.441786,PSF-00438_20230105104024,0.000000,0.000000,0.000000,119.381546,349.660522,0.658579,0.5,0.80,178.591995,29.37,27.84,29.68,27.63,91.12,156.8,154.9,1.3,678,4.009,10:33:28,2023-01-05,-0.09,-0.000,0.001,0.001,1.004,-1.193,21.263,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,318.332794,25,-21.089407,322.558533,319.513397,3.045135,2.436058,2.452317,1.656478,0.933342,0.226520,-0.023797,0.346314,0.717159,119.381546,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105104024,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
